geoid,timestep,deaths
17031190601,3,0
17031190602,3,1
17031190701,3,0
17031190702,3,1
17031190800,3,1
17031190900,3,0
17031191000,3,2
17031191100,3,1
17031191200,3,0
17031191301,3,1
17031191302,3,1
17031200100,3,1
17031200200,3,0
17031200300,3,0
17031200401,3,0
17031200402,3,1
17031210100,3,0
17031210400,3,0
17031210501,3,2
17031210502,3,0
17031210601,3,1
17031210602,3,3
17031210700,3,0
17031210800,3,0
17031210900,3,0
17031220300,3,1
17031220400,3,2
17031220500,3,0
17031220601,3,0
17031220602,3,2
17031220701,3,0
17031220702,3,0
17031220901,3,1
17031220902,3,0
17031221000,3,0
17031221100,3,2
17031221200,3,0
17031221300,3,0
17031221400,3,0
17031221500,3,0
17031221600,3,0
17031222200,3,0
17031222500,3,0
17031222600,3,1
17031222700,3,0
17031222800,3,0
17031222900,3,0
17031230100,3,0
17031230200,3,0
17031230300,3,1
17031230400,3,2
17031230500,3,0
17031230600,3,5
17031230700,3,2
17031230800,3,0
17031230900,3,1
17031231100,3,0
17031231200,3,13
17031231500,3,14
17031240200,3,0
17031240300,3,0
17031240500,3,0
17031240600,3,0
17031240700,3,0
17031240800,3,2
17031240900,3,0
17031241000,3,1
17031241100,3,0
17031241200,3,0
17031241300,3,0
17031241400,3,2
17031241500,3,1
17031241600,3,1
17031242000,3,2
17031242100,3,2
17031242200,3,0
17031242300,3,1
17031242400,3,0
17031242500,3,2
17031242600,3,3
17031242700,3,0
17031242800,3,0
17031242900,3,0
17031243000,3,0
17031243100,3,0
17031243200,3,0
17031243300,3,0
17031243400,3,0
17031243500,3,2
17031250200,3,1
17031250300,3,4
17031250400,3,0
17031250500,3,0
17031250600,3,2
17031250700,3,1
17031250800,3,1
17031251000,3,0
17031251100,3,6
17031251200,3,4
17031251300,3,4
17031251400,3,3
17031251500,3,4
17031251600,3,3
17031251700,3,0
17031251800,3,3
17031251900,3,5
17031252000,3,5
17031252101,3,2
17031252102,3,6
17031252201,3,3
17031252202,3,5
17031260100,3,8
17031260200,3,3
17031260300,3,2
17031260400,3,5
17031260500,3,4
17031260600,3,5
17031260700,3,8
17031260800,3,7
17031260900,3,0
17031261000,3,4
17031270500,3,2
17031271200,3,3
17031271300,3,0
17031271400,3,2
17031271500,3,0
17031271800,3,1
17031280100,3,1
17031280400,3,2
17031280800,3,1
17031280900,3,0
17031281900,3,3
17031282700,3,3
17031282800,3,1
17031283100,3,0
17031283200,3,0
17031283800,3,1
17031290900,3,3
17031291200,3,1
17031291600,3,0
17031292200,3,5
17031292400,3,2
17031292500,3,6
17031300500,3,1
17031300600,3,0
17031300700,3,0
17031300800,3,0
17031300900,3,1
17031301100,3,0
17031301200,3,2
17031301600,3,0
17031301701,3,0
17031301702,3,0
17031301801,3,0
17031301802,3,0
17031301803,3,0
17031310200,3,0
17031310300,3,0
17031310400,3,1
17031310500,3,0
17031310600,3,1
17031310700,3,0
17031310800,3,0
17031310900,3,0
17031320101,3,1
17031320102,3,5
17031320400,3,2
17031320600,3,1
17031330101,3,0
17031330102,3,2
17031330103,3,2
17031330200,3,0
17031340300,3,0
17031340400,3,1
17031340500,3,0
17031340600,3,0
17031350100,3,0
17031350400,3,3
17031351000,3,1
17031351100,3,0
17031351400,3,0
17031351500,3,0
17031360200,3,0
17031380100,3,1
17031380200,3,0
17031380600,3,1
17031381200,3,1
17031381400,3,2
17031381500,3,1
17031381800,3,1
17031381900,3,1
17031390100,3,0
17031390200,3,0
17031390300,3,1
17031390400,3,1
17031390500,3,1
17031390600,3,0
17031390700,3,1
17031400300,3,0
17031400400,3,2
17031400500,3,4
17031400800,3,0
17031410100,3,0
17031410200,3,0
17031410500,3,0
17031410600,3,0
17031410700,3,1
17031410800,3,0
17031410900,3,1
17031411000,3,0
17031411100,3,0
17031411200,3,0
17031420100,3,0
17031420200,3,1
17031420300,3,0
17031420400,3,0
17031420500,3,0
17031420600,3,1
17031420700,3,0
17031420800,3,0
17031421200,3,1
17031430101,3,2
17031430102,3,1
17031430200,3,2
17031430300,3,0
17031430400,3,2
17031430500,3,2
17031430600,3,0
17031430700,3,0
17031430800,3,0
17031430900,3,0
17031431200,3,0
17031431301,3,1
17031431302,3,1
17031431400,3,4
17031440101,3,5
17031440102,3,4
17031440201,3,2
17031440202,3,0
17031440300,3,1
17031440600,3,0
17031440700,3,2
17031440800,3,1
17031440900,3,1
17031450300,3,2
17031460100,3,2
17031460200,3,0
17031460301,3,2
17031460302,3,1
17031460400,3,2
17031460500,3,2
17031460800,3,1
17031461000,3,0
17031470100,3,0
17031480100,3,1
17031480200,3,0
17031480300,3,0
17031480400,3,2
17031480500,3,0
17031490200,3,1
17031490500,3,2
17031490600,3,0
17031490700,3,0
17031490800,3,0
17031490901,3,2
17031490902,3,1
17031491000,3,9
17031491100,3,2
17031491200,3,0
17031491300,3,2
17031491400,3,0
17031500100,3,1
17031500200,3,1
17031500300,3,0
17031510100,3,0
17031510200,3,0
17031510300,3,2
17031520100,3,0
17031520200,3,3
17031520300,3,0
17031520400,3,1
17031520500,3,0
17031520600,3,0
17031530100,3,2
17031530200,3,0
17031530300,3,1
17031530400,3,0
17031530501,3,2
17031530502,3,0
17031530503,3,2
17031530600,3,1
17031540101,3,2
17031540102,3,0
17031550100,3,2
17031550200,3,0
17031560100,3,0
17031560200,3,2
17031560300,3,0
17031560400,3,0
17031560700,3,0
17031560800,3,1
17031560900,3,0
17031561000,3,0
17031561100,3,2
17031570100,3,0
17031570200,3,0
17031570300,3,0
17031570400,3,0
17031570500,3,0
17031580100,3,0
17031580200,3,0
17031580300,3,0
17031580400,3,1
17031580501,3,0
17031580502,3,0
17031580600,3,2
17031580700,3,0
17031580800,3,0
17031590500,3,0
17031590600,3,1
17031590700,3,1
17031600400,3,0
17031600600,3,0
17031600700,3,0
17031600900,3,1
17031610300,3,1
17031610400,3,1
17031610800,3,0
17031611200,3,0
17031611300,3,2
17031611400,3,1
17031611500,3,0
17031611600,3,0
17031611700,3,1
17031611800,3,2
17031611900,3,2
17031612000,3,1
17031612100,3,2
17031612200,3,2
17031620100,3,0
17031620200,3,0
17031620300,3,0
17031620400,3,0
17031630300,3,0
17031630400,3,1
17031630500,3,0
17031630600,3,0
17031630800,3,1
17031630900,3,0
17031640100,3,0
17031640300,3,2
17031640400,3,1
17031640500,3,0
17031640600,3,3
17031640700,3,0
17031640800,3,0
17031650100,3,1
17031650200,3,2
17031650301,3,2
17031650302,3,2
17031650400,3,1
17031650500,3,1
17031660301,3,0
17031660302,3,1
17031660400,3,0
17031660500,3,1
17031660600,3,3
17031660700,3,1
17031660800,3,1
17031660900,3,3
17031661000,3,1
17031661100,3,0
17031670100,3,0
17031670200,3,0
17031670300,3,0
17031670400,3,0
17031670500,3,0
17031670600,3,1
17031670700,3,0
17031670800,3,0
17031670900,3,0
17031671100,3,0
17031671200,3,0
17031671300,3,2
17031671400,3,1
17031671500,3,0
17031671600,3,1
17031671800,3,1
17031671900,3,1
17031672000,3,1
17031680500,3,0
17031680600,3,1
17031680900,3,2
17031681000,3,0
17031681100,3,2
17031681200,3,2
17031681300,3,2
17031681400,3,1
17031690300,3,0
17031690400,3,2
17031690500,3,1
17031690900,3,3
17031691000,3,2
17031691100,3,1
17031691200,3,0
17031691300,3,1
17031691400,3,3
17031691500,3,3
17031700100,3,0
17031700200,3,2
17031700301,3,1
17031700302,3,2
17031700401,3,0
17031700402,3,2
17031700501,3,0
17031700502,3,0
17031710100,3,0
17031710200,3,0
17031710300,3,0
17031710400,3,1
17031710500,3,3
17031710600,3,1
17031710700,3,0
17031710800,3,1
17031710900,3,1
17031711000,3,0
17031711100,3,1
17031711200,3,1
17031711300,3,0
17031711400,3,0
17031711500,3,0
17031720100,3,0
17031720200,3,0
17031720300,3,0
17031720400,3,0
17031720500,3,0
17031720600,3,0
17031720700,3,0
17031730100,3,0
17031730201,3,1
17031730202,3,1
17031730300,3,0
17031730400,3,1
17031730500,3,1
17031730600,3,1
17031730700,3,1
17031740100,3,1
17031740200,3,0
17031740300,3,2
17031740400,3,1
17031750100,3,0
17031750200,3,0
17031750300,3,0
17031750400,3,0
17031750500,3,0
17031750600,3,1
17031760801,3,0
17031760802,3,0
17031760803,3,1
17031770201,3,0
17031770202,3,0
17031770300,3,2
17031770400,3,0
17031770500,3,1
17031770601,3,0
17031770602,3,0
17031770700,3,2
17031770800,3,1
17031770901,3,0
17031770902,3,0
17031800100,3,0
17031800200,3,0
17031800300,3,1
17031800400,3,1
17031800500,3,1
17031800600,3,0
17031800700,3,0
17031800800,3,0
17031800900,3,0
17031801000,3,0
17031801100,3,0
17031801200,3,0
17031801300,3,2
17031801400,3,0
17031801500,3,0
17031801601,3,0
17031801603,3,1
17031801605,3,0
17031801606,3,0
17031801607,3,1
17031801608,3,0
17031801701,3,0
17031801702,3,0
17031801800,3,0
17031801901,3,0
17031801902,3,2
17031802002,3,1
17031802003,3,0
17031802004,3,0
17031802100,3,0
17031802200,3,0
17031802300,3,0
17031802402,3,0
17031802403,3,0
17031802404,3,0
17031802503,3,0
17031802504,3,0
17031802505,3,0
17031802506,3,0
17031802605,3,0
17031802607,3,0
17031802608,3,3
17031802609,3,1
17031802610,3,0
17031802701,3,1
17031802702,3,0
17031802801,3,2
17031802802,3,1
17031802900,3,0
17031803005,3,0
17031803007,3,0
17031803008,3,1
17031803010,3,0
17031803012,3,1
17031803013,3,1
17031803014,3,0
17031803015,3,1
17031803016,3,0
17031803017,3,0
17031803100,3,0
17031803200,3,0
17031803300,3,1
17031803400,3,0
17031803500,3,0
17031803603,3,1
17031803604,3,0
17031803605,3,0
17031803607,3,0
17031803608,3,2
17031803611,3,0
17031803612,3,3
17031803613,3,0
17031803614,3,1
17031803615,3,1
17031803616,3,1
17031803701,3,0
17031803702,3,0
17031803800,3,1
17031803901,3,1
17031803902,3,0
17031804000,3,0
17031804102,3,0
17031804104,3,0
17031804105,3,1
17031804106,3,0
17031804108,3,1
17031804109,3,0
17031804202,3,1
17031804203,3,0
17031804204,3,0
17031804305,3,0
17031804306,3,0
17031804308,3,1
17031804309,3,0
17031804312,3,0
17031804313,3,0
17031804314,3,0
17031804315,3,1
17031804316,3,0
17031804403,3,1
17031804404,3,0
17031804405,3,0
17031804406,3,1
17031804505,3,0
17031804506,3,0
17031804508,3,0
17031804509,3,1
17031804510,3,0
17031804511,3,0
17031804512,3,0
17031804513,3,0
17031804514,3,2
17031804603,3,1
17031804606,3,0
17031804607,3,0
17031804608,3,1
17031804609,3,0
17031804610,3,0
17031804611,3,0
17031804701,3,3
17031804705,3,0
17031804706,3,1
17031804709,3,1
17031804710,3,0
17031804711,3,2
17031804712,3,1
17031804713,3,0
17031804714,3,0
17031804715,3,0
17031804716,3,1
17031804803,3,2
17031804804,3,0
17031804805,3,2
17031804806,3,1
17031804807,3,1
17031804808,3,0
17031804809,3,2
17031804810,3,0
17031804901,3,0
17031804902,3,0
17031805001,3,0
17031805002,3,0
17031805105,3,1
17031805106,3,0
17031805107,3,0
17031805108,3,1
17031805109,3,0
17031805110,3,1
17031805111,3,1
17031805112,3,1
17031805201,3,1
17031805202,3,0
17031805301,3,0
17031805302,3,0
17031805401,3,0
17031805402,3,0
17031805501,3,0
17031805502,3,0
17031805600,3,1
17031805701,3,0
17031805702,3,0
17031805801,3,0
17031805802,3,0
17031805901,3,0
17031805902,3,0
17031806001,3,0
17031806002,3,0
17031806004,3,0
17031806005,3,0
17031806006,3,0
17031806102,3,0
17031806103,3,1
17031806104,3,1
17031806201,3,1
17031806202,3,0
17031806300,3,0
17031806400,3,1
17031806501,3,1
17031806502,3,0
17031806600,3,2
17031806700,3,0
17031806801,3,1
17031806802,3,0
17031806900,3,0
17031807000,3,0
17031807100,3,1
17031807200,3,1
17031807300,3,0
17031807400,3,0
17031807500,3,0
17031807600,3,1
17031807700,3,1
17031807800,3,0
17031807900,3,0
17031808001,3,2
17031808002,3,1
17031808100,3,0
17031808200,3,0
17031808301,3,1
17031808302,3,0
17031808400,3,0
17031808500,3,0
17031808600,3,0
17031808702,3,0
17031808800,3,0
17031808900,3,0
17031809000,3,0
17031809100,3,0
17031809200,3,0
17031809300,3,1
17031809401,3,0
17031809402,3,0
17031809500,3,2
17031809600,3,1
17031809700,3,0
17031809800,3,0
17031809900,3,0
17031810000,3,0
17031810100,3,0
17031810200,3,0
17031810301,3,1
17031810302,3,0
17031810400,3,0
17031810501,3,0
17031810502,3,2
17031810600,3,0
17031810701,3,3
17031810702,3,1
17031810800,3,1
17031810900,3,2
17031811000,3,0
17031811100,3,1
17031811200,3,2
17031811301,3,2
17031811302,3,1
17031811401,3,1
17031811402,3,4
17031811500,3,0
17031811600,3,0
17031811701,3,0
17031811702,3,0
17031811800,3,0
17031811900,3,0
17031812000,3,0
17031812100,3,2
17031812200,3,0
17031812301,3,0
17031812302,3,0
17031812400,3,0
17031812500,3,1
17031812600,3,0
17031812700,3,1
17031812801,3,0
17031812802,3,0
17031812900,3,0
17031813000,3,0
17031813100,3,0
17031813200,3,0
17031813301,3,1
17031813302,3,1
17031813400,3,1
17031813500,3,1
17031813600,3,1
17031813701,3,1
17031813702,3,1
17031813801,3,1
17031813802,3,0
17031813900,3,0
17031814000,3,0
17031814100,3,0
17031814200,3,0
17031814300,3,0
17031814400,3,0
17031814500,3,0
17031814600,3,0
17031814700,3,0
17031814800,3,1
17031814900,3,0
17031815000,3,1
17031815100,3,1
17031815200,3,0
17031815300,3,0
17031815400,3,0
17031815500,3,1
17031815600,3,2
17031815701,3,1
17031815702,3,1
17031815800,3,0
17031815900,3,0
17031816000,3,0
17031816100,3,3
17031816200,3,1
17031816300,3,0
17031816401,3,1
17031816402,3,1
17031816500,3,1
17031816600,3,0
17031816700,3,0
17031816800,3,1
17031816900,3,1
17031817000,3,0
17031817101,3,0
17031817102,3,1
17031817200,3,0
17031817300,3,1
17031817400,3,1
17031817500,3,2
17031817600,3,1
17031817700,3,2
17031817900,3,4
17031818000,3,1
17031818100,3,1
17031818200,3,0
17031818300,3,1
17031818401,3,0
17031818402,3,0
17031818500,3,0
17031818600,3,0
17031818700,3,0
17031818800,3,1
17031818900,3,1
17031819000,3,0
17031819100,3,3
17031819200,3,1
17031819300,3,1
17031819400,3,0
17031819500,3,1
17031819600,3,0
17031819700,3,0
17031819801,3,0
17031819802,3,0
17031819900,3,0
17031820000,3,0
17031820101,3,0
17031820103,3,1
17031820104,3,0
17031820202,3,2
17031820203,3,0
17031820204,3,0
17031820300,3,0
17031820400,3,2
17031820501,3,3
17031820502,3,0
17031820603,3,1
17031820604,3,1
17031820605,3,1
17031820606,3,0
17031820700,3,1
17031820800,3,1
17031820901,3,3
17031820902,3,0
17031821001,3,4
17031821002,3,0
17031821101,3,1
17031821102,3,2
17031821200,3,2
17031821300,3,3
17031821401,3,1
17031821402,3,1
17031821500,3,2
17031821600,3,2
17031821700,3,0
17031821800,3,0
17031821900,3,1
17031822000,3,1
17031822101,3,1
17031822102,3,4
17031822200,3,2
17031822301,3,0
17031822302,3,0
17031822400,3,0
17031822500,3,0
17031822601,3,0
17031822602,3,0
17031822701,3,0
17031822702,3,1
17031822801,3,0
17031822802,3,0
17031822900,3,1
17031823001,3,3
17031823002,3,0
17031823101,3,2
17031823102,3,1
17031823200,3,1
17031823302,3,2
17031823303,3,1
17031823304,3,0
17031823400,3,1
17031823500,3,0
17031823602,3,4
17031823603,3,0
17031823604,3,1
17031823605,3,1
17031823702,3,0
17031823703,3,0
17031823704,3,1
17031823705,3,0
17031823801,3,1
17031823803,3,0
17031823805,3,1
17031823806,3,5
17031823901,3,0
17031823903,3,0
17031823904,3,1
17031824003,3,0
17031824004,3,0
17031824005,3,0
17031824006,3,0
17031824105,3,2
17031824106,3,0
17031824107,3,0
17031824113,3,0
17031824114,3,0
17031824115,3,0
17031824116,3,0
17031824119,3,0
17031824121,3,0
17031824122,3,3
17031824123,3,5
17031824124,3,1
17031824125,3,0
17031824126,3,1
17031824127,3,3
17031824128,3,0
17031824129,3,0
17031824300,3,4
17031824400,3,0
17031824503,3,1
17031824505,3,0
17031824507,3,1
17031824508,3,0
17031824509,3,1
17031824601,3,0
17031824602,3,3
17031824701,3,0
17031824702,3,0
17031824800,3,1
17031824900,3,0
17031825000,3,0
17031825200,3,1
17031825302,3,0
17031825303,3,2
17031825304,3,1
17031825400,3,0
17031825501,3,1
17031825503,3,1
17031825504,3,1
17031825505,3,0
17031825600,3,6
17031825700,3,1
17031825801,3,1
17031825802,3,2
17031825803,3,1
17031825900,3,1
17031826000,3,0
17031826100,3,2
17031826201,3,1
17031826202,3,2
17031826301,3,0
17031826303,3,0
17031826304,3,0
17031826401,3,0
17031826402,3,0
17031826500,3,0
17031826600,3,1
17031826700,3,2
17031826800,3,3
17031826901,3,1
17031826902,3,1
17031827000,3,1
17031827100,3,0
17031827200,3,5
17031827300,3,3
17031827400,3,3
17031827500,3,3
17031827600,3,1
17031827700,3,2
17031827801,3,1
17031827802,3,0
17031827804,3,0
17031827805,3,1
17031827901,3,2
17031827902,3,0
17031828000,3,0
17031828100,3,0
17031828201,3,1
17031828202,3,0
17031828300,3,0
17031828401,3,1
17031828402,3,2
17031828503,3,1
17031828504,3,0
17031828505,3,0
17031828507,3,0
17031828508,3,1
17031828601,3,1
17031828602,3,0
17031828701,3,0
17031828702,3,0
17031828801,3,0
17031828802,3,0
17031828900,3,1
17031829000,3,0
17031829100,3,2
17031829200,3,1
17031829301,3,1
17031829302,3,1
17031829401,3,0
17031829402,3,0
17031829500,3,1
17031829600,3,1
17031829700,3,0
17031829800,3,0
17031829902,3,1
17031829903,3,0
17031829904,3,0
17031830001,3,2
17031830003,3,0
17031830004,3,2
17031830005,3,0
17031830006,3,1
17031830007,3,0
17031830008,3,0
17031830100,3,0
17031830201,3,1
17031830202,3,0
17031830300,3,1
17031830400,3,0
17031830500,3,2
17031830600,3,2
17031830700,3,3
17031830800,3,1
17031830900,3,1
17031831000,3,0
17031831100,3,0
17031831200,3,3
17031831300,3,1
17031831400,3,4
17031831500,3,1
17031831600,3,0
17031831700,3,0
17031831800,3,0
17031831900,3,0
17031832000,3,1
17031832100,3,0
17031832200,3,0
17031832300,3,0
17031832400,3,0
17031832500,3,0
17031832600,3,0
17031832900,3,0
17031833000,3,2
17031833100,3,4
17031833300,3,0
17031833900,3,0
17031834000,3,4
17031834200,3,3
17031834300,3,1
17031834400,3,0
17031834500,3,0
17031834600,3,1
17031834700,3,0
17031834800,3,3
17031834900,3,2
17031835000,3,2
17031835100,3,0
17031835200,3,1
17031835500,3,1
17031835600,3,2
17031835800,3,0
17031836000,3,0
17031836100,3,0
17031836200,3,0
17031836300,3,0
17031836400,3,0
17031836500,3,2
17031836600,3,7
17031836700,3,1
17031836800,3,5
17031836900,3,1
17031837000,3,5
17031837100,3,0
17031837300,3,4
17031837400,3,0
17031837800,3,2
17031838000,3,2
17031838100,3,1
17031838200,3,1
17031838300,3,0
17031838600,3,4
17031838700,3,4
17031838800,3,1
17031839000,3,0
17031839100,3,9
17031839200,3,0
17031839500,3,2
17031839600,3,0
17031839700,3,1
17031839800,3,0
17031839900,3,0
17031840000,3,1
17031840100,3,0
17031840200,3,0
17031840300,3,0
17031840400,3,3
17031840700,3,1
17031840800,3,1
17031841000,3,1
17031841100,3,1
17031841200,3,1
17031841300,3,0
17031841500,3,2
17031841700,3,1
17031841800,3,1
17031841900,3,2
17031842000,3,3
17031842100,3,4
17031842200,3,1
17031842300,3,0
17031842400,3,1
17031842500,3,0
17031842600,3,1
17031842800,3,0
17031842900,3,1
17031843000,3,6
17031843100,3,2
17031843200,3,0
17031843300,3,1
17031843400,3,1
17031843500,3,5
17031843600,3,0
17031843700,3,1
17031843800,3,2
17031843900,3,1
17031844600,3,0
17031844700,3,5
17031010100,4,0
17031010201,4,1
17031010202,4,3
17031010300,4,0
17031010400,4,1
17031010501,4,0
17031010502,4,1
17031010503,4,0
17031010600,4,0
17031010701,4,0
17031010702,4,3
17031020100,4,0
17031020200,4,0
17031020301,4,0
17031020302,4,1
17031020400,4,0
17031020500,4,0
17031020601,4,1
17031020602,4,1
17031020701,4,0
17031020702,4,1
17031020801,4,0
17031020802,4,0
17031020901,4,0
17031020902,4,0
17031030101,4,1
17031030102,4,0
17031030103,4,1
17031030104,4,0
17031030200,4,0
17031030300,4,0
17031030400,4,1
17031030500,4,2
17031030601,4,0
17031030603,4,0
17031030604,4,1
17031030701,4,1
17031030702,4,0
17031030703,4,0
17031030706,4,1
17031030800,4,0
17031030900,4,0
17031031000,4,0
17031031100,4,0
17031031200,4,3
17031031300,4,0
17031031400,4,2
17031031501,4,2
17031031502,4,1
17031031700,4,5
17031031800,4,0
17031031900,4,0
17031032100,4,1
17031040100,4,2
17031040201,4,1
17031040202,4,4
17031040300,4,0
17031040401,4,0
17031040402,4,1
17031040600,4,1
17031040700,4,0
17031040800,4,0
17031040900,4,1
17031050100,4,0
17031050200,4,0
17031050300,4,0
17031050500,4,1
17031050600,4,0
17031050700,4,0
17031050800,4,0
17031050900,4,0
17031051000,4,0
17031051100,4,0
17031051200,4,0
17031051300,4,0
17031051400,4,0
17031060100,4,0
17031060200,4,0
17031060300,4,0
17031060400,4,0
17031060500,4,1
17031060800,4,0
17031060900,4,0
17031061000,4,0
17031061100,4,1
17031061200,4,0
17031061500,4,0
17031061800,4,0
17031061901,4,0
17031061902,4,0
17031062000,4,0
17031062100,4,0
17031062200,4,0
17031062300,4,1
17031062400,4,0
17031062500,4,0
17031062600,4,0
17031062700,4,0
17031062800,4,1
17031062900,4,0
17031063000,4,2
17031063100,4,0
17031063200,4,0
17031063301,4,0
17031063302,4,0
17031063303,4,0
17031063400,4,0
17031070101,4,0
17031070102,4,0
17031070103,4,0
17031070200,4,0
17031070300,4,0
17031070400,4,0
17031070500,4,0
17031070600,4,1
17031070700,4,1
17031071000,4,0
17031071100,4,0
17031071200,4,0
17031071300,4,0
17031071400,4,0
17031071500,4,0
17031071600,4,2
17031071700,4,0
17031071800,4,0
17031080100,4,0
17031080201,4,0
17031080202,4,0
17031080300,4,0
17031080400,4,0
17031081000,4,2
17031081100,4,0
17031081201,4,0
17031081202,4,0
17031081300,4,1
17031081401,4,2
17031081402,4,2
17031081403,4,1
17031081500,4,0
17031081600,4,1
17031081700,4,2
17031081800,4,1
17031081900,4,1
17031090100,4,0
17031090200,4,1
17031090300,4,0
17031100100,4,2
17031100200,4,0
17031100300,4,0
17031100400,4,1
17031100500,4,0
17031100600,4,0
17031100700,4,0
17031110100,4,2
17031110200,4,1
17031110300,4,1
17031110400,4,0
17031110501,4,2
17031110502,4,1
17031120100,4,0
17031120200,4,0
17031120300,4,0
17031120400,4,1
17031130100,4,0
17031130200,4,0
17031130300,4,0
17031140100,4,0
17031140200,4,0
17031140301,4,0
17031140302,4,1
17031140400,4,1
17031140500,4,0
17031140601,4,0
17031140602,4,0
17031140701,4,0
17031140702,4,0
17031140800,4,0
17031150200,4,1
17031150300,4,1
17031150401,4,1
17031150402,4,1
17031150501,4,1
17031150502,4,0
17031150600,4,1
17031150700,4,0
17031150800,4,2
17031151001,4,0
17031151002,4,2
17031151100,4,0
17031151200,4,1
17031160100,4,1
17031160200,4,0
17031160300,4,3
17031160400,4,0
17031160501,4,0
17031160502,4,0
17031160601,4,1
17031160602,4,0
17031160700,4,0
17031160800,4,1
17031160900,4,1
17031161000,4,0
17031161100,4,0
17031161200,4,1
17031161300,4,1
17031170100,4,0
17031170200,4,2
17031170300,4,0
17031170400,4,2
17031170500,4,0
17031170600,4,2
17031170700,4,0
17031170800,4,0
17031170900,4,2
17031171000,4,2
17031171100,4,1
17031180100,4,2
17031190100,4,1
17031190200,4,0
17031190300,4,1
17031190401,4,1
17031190402,4,0
17031190601,4,0
17031190602,4,0
17031190701,4,0
17031190702,4,1
17031190800,4,1
17031190900,4,0
17031191000,4,0
17031191100,4,1
17031191200,4,0
17031191301,4,0
17031191302,4,0
17031200100,4,0
17031200200,4,0
17031200300,4,0
17031200401,4,1
17031200402,4,0
17031210100,4,1
17031210400,4,0
17031210501,4,1
17031210502,4,3
17031210601,4,0
17031210602,4,0
17031210700,4,0
17031210800,4,0
17031210900,4,1
17031220300,4,0
17031220400,4,0
17031220500,4,0
17031220601,4,1
17031220602,4,0
17031220701,4,0
17031220702,4,1
17031220901,4,0
17031220902,4,3
17031221000,4,0
17031221100,4,1
17031221200,4,0
17031221300,4,0
17031221400,4,0
17031221500,4,0
17031221600,4,0
17031222200,4,1
17031222500,4,2
17031222600,4,1
17031222700,4,0
17031222800,4,0
17031222900,4,0
17031230100,4,0
17031230200,4,0
17031230300,4,0
17031230400,4,1
17031230500,4,0
17031230600,4,7
17031230700,4,2
17031230800,4,0
17031230900,4,3
17031231100,4,4
17031231200,4,9
17031231500,4,19
17031240200,4,0
17031240300,4,0
17031240500,4,0
17031240600,4,1
17031240700,4,0
17031240800,4,1
17031240900,4,1
17031241000,4,0
17031241100,4,1
17031241200,4,0
17031241300,4,0
17031241400,4,1
17031241500,4,1
17031241600,4,2
17031242000,4,1
17031242100,4,0
17031242200,4,0
17031242300,4,0
17031242400,4,2
17031242500,4,1
17031242600,4,1
17031242700,4,1
17031242800,4,0
17031242900,4,0
17031243000,4,2
17031243100,4,1
17031243200,4,0
17031243300,4,1
17031243400,4,0
17031243500,4,2
17031250200,4,2
17031250300,4,0
17031250400,4,3
17031250500,4,2
17031250600,4,3
17031250700,4,3
17031250800,4,2
17031251000,4,2
17031251100,4,2
17031251200,4,2
17031251300,4,4
17031251400,4,3
17031251500,4,3
17031251600,4,6
17031251700,4,1
17031251800,4,7
17031251900,4,8
17031252000,4,6
17031252101,4,1
17031252102,4,8
17031252201,4,1
17031252202,4,5
17031260100,4,2
17031260200,4,8
17031260300,4,0
17031260400,4,4
17031260500,4,5
17031260600,4,5
17031260700,4,8
17031260800,4,3
17031260900,4,2
17031261000,4,6
17031270500,4,4
17031271200,4,2
17031271300,4,2
17031271400,4,5
17031271500,4,3
17031271800,4,1
17031280100,4,2
17031280400,4,1
17031280800,4,2
17031280900,4,1
17031281900,4,1
17031282700,4,1
17031282800,4,0
17031283100,4,0
17031283200,4,1
17031283800,4,1
17031290900,4,6
17031291200,4,1
17031291600,4,1
17031292200,4,3
17031292400,4,3
17031292500,4,1
17031300500,4,1
17031300600,4,2
17031300700,4,0
17031300800,4,2
17031300900,4,0
17031301100,4,0
17031301200,4,2
17031301600,4,0
17031301701,4,0
17031301702,4,0
17031301801,4,1
17031301802,4,0
17031301803,4,1
17031310200,4,0
17031310300,4,0
17031310400,4,0
17031310500,4,0
17031310600,4,0
17031310700,4,1
17031310800,4,1
17031310900,4,0
17031320101,4,0
17031320102,4,2
17031320400,4,1
17031320600,4,2
17031330101,4,0
17031330102,4,1
17031330103,4,1
17031330200,4,0
17031340300,4,0
17031340400,4,0
17031340500,4,0
17031340600,4,0
17031350100,4,0
17031350400,4,2
17031351000,4,1
17031351100,4,0
17031351400,4,1
17031351500,4,0
17031360200,4,0
17031380100,4,2
17031380200,4,0
17031380600,4,2
17031381200,4,2
17031381400,4,1
17031381500,4,0
17031381800,4,0
17031381900,4,0
17031390100,4,0
17031390200,4,0
17031390300,4,3
17031390400,4,0
17031390500,4,0
17031390600,4,0
17031390700,4,0
17031400300,4,0
17031400400,4,2
17031400500,4,2
17031400800,4,1
17031410100,4,0
17031410200,4,0
17031410500,4,0
17031410600,4,0
17031410700,4,0
17031410800,4,0
17031410900,4,0
17031411000,4,0
17031411100,4,0
17031411200,4,2
17031420100,4,1
17031420200,4,1
17031420300,4,0
17031420400,4,0
17031420500,4,0
17031420600,4,1
17031420700,4,0
17031420800,4,3
17031421200,4,0
17031430101,4,2
17031430102,4,2
17031430200,4,1
17031430300,4,2
17031430400,4,1
