geoid,timestep,deaths_sp_lag,INTPTLAT,INTPTLON,timestep,svi_theme1,svi_theme2,svi_theme3,svi_theme4,svi_total_,prev_deaths_05back,prev_deaths_04back,prev_deaths_03back,prev_deaths_02back,prev_deaths_01back
17031805701,2,0.25,42.0029705,-87.8510299,2,0.0138,0.4223,0.3297,0.1914,0.1128,0.0,0.0,0.0,0.0,0.0
17031805702,2,0.0,41.9920564,-87.84683,2,0.0418,0.4075,0.3875,0.3221,0.1783,0.0,0.0,0.0,0.0,0.0
17031805801,2,0.2857142857142857,42.01838,-87.8631205,2,0.1699,0.306,0.4039,0.3452,0.2281,0.0,0.0,0.0,0.0,0.0
17031805802,2,0.0,42.0152617,-87.8473873,2,0.0447,0.237,0.3088,0.3722,0.1423,0.0,0.0,0.0,0.0,0.0
17031805901,2,0.2,42.0348396,-87.8707849,2,0.2104,0.368,0.5271,0.7042,0.4112,0.0,0.0,0.0,0.0,0.0
17031805902,2,0.0,42.0329109,-87.8472073,2,0.2663,0.4043,0.6427,0.7123,0.4857,0.0,0.0,0.0,0.0,0.0
17031806001,2,0.375,42.06036,-87.8491466,2,0.3248,0.1859,0.8848,0.6002,0.4703,0.0,0.0,0.0,0.0,0.0
17031806002,2,0.125,42.04826,-87.8666022,2,0.6322,0.5064,0.8787,0.8911,0.8034,0.0,0.0,0.0,0.0,0.0
17031806004,2,0.2,42.0472521,-87.8358213,2,0.5895,0.4014,0.8443,0.9721,0.8105,0.0,0.0,0.0,0.0,0.0
17031806005,2,0.2,42.0435347,-87.8506827,2,0.2994,0.644,0.8281,0.4352,0.4668,0.0,0.0,0.0,0.0,0.0
17031806006,2,0.2,42.0506342,-87.8502225,2,0.6232,0.8489,0.7175,0.6434,0.7316,0.0,0.0,0.0,0.0,1.0
17031806102,2,0.09090909090909091,42.0479477,-87.9024646,2,0.2348,0.2974,0.74,0.8786,0.5374,0.0,0.0,0.0,0.0,0.0
17031806103,2,0.0,42.0588334,-87.9118137,2,0.2727,0.4082,0.6257,0.052,0.1898,0.0,0.0,0.0,0.0,0.0
17031806104,2,0.1111111111111111,42.0606132,-87.8784621,2,0.6274,0.4994,0.8732,0.8391,0.7681,0.0,0.0,0.0,0.0,0.0
17031806201,2,0.0,42.0454459,-87.8897882,2,0.3836,0.168,0.7644,0.3937,0.3974,0.0,0.0,0.0,0.0,0.0
17031806202,2,0.0,42.03761,-87.8888917,2,0.3925,0.5668,0.5499,0.5629,0.5153,0.0,0.0,0.0,0.0,0.0
17031806300,2,0.0,42.0379179,-87.9023799,2,0.256,0.3054,0.6087,0.3378,0.3142,0.0,0.0,0.0,0.0,0.0
17031806400,2,0.25,42.0288302,-87.881822,2,0.4783,0.2604,0.6546,0.1381,0.3261,0.0,0.0,0.0,0.0,0.0
17031806501,2,0.5,42.0157961,-87.891065,2,0.718,0.1667,0.8937,0.675,0.6881,0.0,0.0,0.0,0.0,0.0
17031806502,2,0.25,42.0165164,-87.8782773,2,0.5111,0.1098,0.8128,0.1583,0.3383,0.0,0.0,0.0,0.0,2.0
17031806600,2,0.375,42.0034176,-87.8730733,2,0.3004,0.3038,0.7265,0.1468,0.2769,0.0,0.0,0.0,0.0,0.0
17031806700,2,0.2222222222222222,42.0528083,-87.7228016,2,0.1776,0.3317,0.5711,0.5735,0.353,0.0,0.0,0.0,0.0,0.0
17031806801,2,0.0,42.0563811,-87.7395379,2,0.5785,0.5694,0.8119,0.859,0.7552,0.0,0.0,0.0,0.0,0.0
17031806802,2,0.0,42.0443774,-87.7397696,2,0.2759,0.2627,0.7717,0.3407,0.3518,0.0,0.0,0.0,0.0,0.0
17031806900,2,0.0,42.056765,-87.7557144,2,0.3244,0.6426,0.7769,0.762,0.6158,0.0,0.0,0.0,0.0,0.0
17031807000,2,0.125,42.0444492,-87.75554,2,0.6315,0.6403,0.8437,0.8157,0.7812,0.0,0.0,0.0,0.0,0.0
17031807100,2,0.125,42.0444535,-87.7210786,2,0.1625,0.5902,0.4003,0.115,0.1828,0.0,0.0,0.0,0.0,0.0
17031807200,2,0.1,42.0371751,-87.7285103,2,0.3485,0.3648,0.8427,0.3404,0.4411,0.0,0.0,0.0,0.0,0.0
17031807300,2,0.125,42.0337614,-87.7549133,2,0.3444,0.3915,0.7827,0.7405,0.5683,0.0,0.0,0.0,0.0,0.0
17031807400,2,0.16666666666666666,42.0281935,-87.7398439,2,0.6874,0.7264,0.8591,0.817,0.8326,0.0,0.0,0.0,0.0,0.0
17031807500,2,0.25,42.0279578,-87.728138,2,0.1269,0.1728,0.7024,0.369,0.247,0.0,0.0,0.0,0.0,1.0
17031807600,2,0.16666666666666666,42.0214424,-87.7224577,2,0.5763,0.3263,0.8806,0.4862,0.6013,0.0,0.0,0.0,0.0,0.0
17031807700,2,0.125,42.0207639,-87.7542195,2,0.638,0.8041,0.8173,0.6044,0.7504,0.0,0.0,0.0,0.0,0.0
17031807800,2,0.375,42.0151569,-87.7637294,2,0.2538,0.6583,0.7833,0.3895,0.4642,0.0,0.0,0.0,0.0,0.0
17031807900,2,0.0,42.0041886,-87.7487798,2,0.1359,0.4689,0.8103,0.28,0.3225,0.0,0.0,0.0,0.0,0.0
17031808001,2,0.16666666666666666,42.0070209,-87.7354065,2,0.1786,0.3516,0.749,0.3224,0.3126,0.0,0.0,0.0,0.0,0.0
17031808002,2,0.125,42.0050636,-87.7194386,2,0.3312,0.7097,0.7798,0.9303,0.7112,0.0,0.0,0.0,0.0,1.0
17031808100,2,0.4444444444444444,42.0113034,-87.7900018,2,0.521,0.5257,0.6437,0.6949,0.6267,0.0,0.0,0.0,0.0,1.0
17031808200,2,0.375,42.02642,-87.7973221,2,0.5079,0.2139,0.7528,0.606,0.539,0.0,0.0,0.0,0.0,0.0
17031808301,2,0.5,42.0333408,-87.7851412,2,0.2772,0.4942,0.7596,0.9364,0.6482,0.0,0.0,0.0,0.0,1.0
17031808302,2,0.2857142857142857,42.0322813,-87.7667893,2,0.4253,0.2479,0.7997,0.4249,0.4648,0.0,0.0,0.0,0.0,1.0
17031808400,2,0.3333333333333333,42.048738,-87.7938583,2,0.3482,0.5597,0.7422,0.3288,0.4581,0.0,0.0,0.0,0.0,1.0
17031808500,2,0.375,42.0472355,-87.7735988,2,0.478,0.3825,0.7136,0.332,0.4671,0.0,0.0,0.0,0.0,0.0
17031808600,2,0.2222222222222222,42.0602335,-87.7856085,2,0.0141,0.4538,0.2934,0.1676,0.1005,0.0,0.0,0.0,0.0,0.0
17031808702,2,0.0,42.058204,-87.6718922,2,0.6486,0.0074,0.5936,0.8931,0.4854,0.0,0.0,0.0,0.0,0.0
17031808800,2,0.1111111111111111,42.0655221,-87.6819475,2,0.0482,0.0899,0.4404,0.5064,0.1564,0.0,0.0,0.0,0.0,0.0
17031808900,2,0.125,42.0665152,-87.7174711,2,0.0524,0.6837,0.3457,0.5145,0.2959,0.0,0.0,0.0,0.0,0.0
17031809000,2,0.25,42.0597569,-87.718914,2,0.0633,0.6101,0.2482,0.6233,0.2875,0.0,0.0,0.0,0.0,1.0
17031809100,2,0.2857142857142857,42.059352,-87.7043588,2,0.0235,0.6509,0.4266,0.6574,0.3354,0.0,0.0,0.0,0.0,0.0
17031809200,2,0.125,42.0525535,-87.6992705,2,0.7822,0.6118,0.8751,0.7881,0.8471,0.0,0.0,0.0,0.0,1.0
17031809300,2,0.14285714285714285,42.0579521,-87.6864657,2,0.4398,0.0276,0.5788,0.7418,0.3437,0.0,0.0,0.0,0.0,0.0
17031809401,2,0.14285714285714285,42.0447842,-87.6725221,2,0.3676,0.6619,0.5066,0.8885,0.6207,0.0,0.0,0.0,0.0,0.0
17031809402,2,0.0,42.0490312,-87.6820289,2,0.4721,0.1278,0.5809,0.9899,0.6456,0.0,0.0,0.0,0.0,0.0
17031809500,2,0.2222222222222222,42.0464554,-87.6877279,2,0.3212,0.2229,0.5104,0.7219,0.4305,0.0,0.0,0.0,0.0,0.0
17031809600,2,0.25,42.0447451,-87.6999044,2,0.4905,0.3844,0.5281,0.377,0.4475,0.0,0.0,0.0,0.0,0.0
17031809700,2,0.1,42.0374659,-87.6999151,2,0.3932,0.6037,0.8132,0.2068,0.4555,0.0,0.0,0.0,0.0,0.0
17031809800,2,0.1111111111111111,42.037529,-87.685499,2,0.4231,0.1538,0.5059,0.7964,0.4838,0.0,0.0,0.0,0.0,1.0
17031809900,2,0.16666666666666666,42.0376185,-87.6752631,2,0.0594,0.0498,0.3961,0.4672,0.1079,0.0,0.0,0.0,0.0,0.0
17031810000,2,0.4444444444444444,42.0247367,-87.6693055,2,0.1368,0.0604,0.5467,0.6747,0.2326,0.0,0.0,0.0,0.0,0.0
17031810100,2,0.14285714285714285,42.030206,-87.6846291,2,0.4356,0.1127,0.5759,0.7251,0.4594,0.0,0.0,0.0,0.0,0.0
17031810200,2,0.1,42.0228223,-87.6833402,2,0.4725,0.6641,0.8141,0.6381,0.656,0.0,0.0,0.0,0.0,0.0
17031810301,2,0.0,42.0253099,-87.7016081,2,0.3466,0.5016,0.7756,0.6195,0.549,0.0,0.0,0.0,0.0,0.0
17031810302,2,0.16666666666666666,42.0294129,-87.6947173,2,0.257,0.6448,0.5981,0.2746,0.372,0.0,0.0,0.0,0.0,0.0
17031810400,2,0.0,41.9875737,-87.8294387,2,0.1044,0.491,0.3917,0.2675,0.2094,0.0,0.0,0.0,0.0,0.0
17031810501,2,0.7142857142857143,41.9602807,-87.8259863,2,0.2824,0.4891,0.5297,0.6018,0.4459,0.0,0.0,0.0,0.0,1.0
17031810502,2,1.0,41.9595847,-87.8104592,2,0.6393,0.4724,0.7018,0.939,0.7902,0.0,0.0,0.0,0.0,2.0
17031810600,2,1.0,41.9642246,-87.7961002,2,0.6293,0.5495,0.7124,0.6484,0.6813,0.0,0.0,0.0,0.0,1.0
17031810701,2,0.5,41.9309116,-87.811475,2,0.769,0.5671,0.8074,0.3031,0.6727,0.0,0.0,0.0,0.0,0.0
17031810702,2,0.5,41.9252753,-87.8159951,2,0.567,0.456,0.7657,0.5202,0.6094,0.0,0.0,0.0,0.0,0.0
17031810800,2,0.5714285714285714,41.9322899,-87.8209674,2,0.5021,0.175,0.7441,0.3793,0.4478,0.0,0.0,0.0,0.0,1.0
17031810900,2,0.3333333333333333,41.9165283,-87.8100724,2,0.5085,0.5318,0.757,0.3815,0.5487,0.0,0.0,0.0,0.0,1.0
17031811000,2,0.5714285714285714,41.915668,-87.8197163,2,0.3113,0.2752,0.5435,0.1946,0.2583,0.0,0.0,0.0,0.0,0.0
17031811100,2,0.6666666666666666,41.9270773,-87.8344152,2,0.5156,0.1782,0.73,0.6259,0.5313,0.0,0.0,0.0,0.0,1.0
17031811200,2,0.75,41.9222261,-87.8453739,2,0.5316,0.4162,0.7332,0.3192,0.5059,0.0,0.0,0.0,0.0,1.0
17031811301,2,0.8571428571428571,41.9159946,-87.8832944,2,0.6232,0.3908,0.9079,0.501,0.6534,0.0,0.0,0.0,0.0,2.0
17031811302,2,1.1111111111111112,41.9160827,-87.8595375,2,0.8882,0.7486,0.9265,0.6545,0.8959,0.0,0.0,0.0,0.0,2.0
17031811401,2,0.8333333333333334,41.9335763,-87.8707053,2,0.6049,0.3198,0.8456,0.7139,0.6736,0.0,0.0,0.0,0.0,0.0
17031811402,2,0.8333333333333334,41.9266487,-87.8748227,2,0.4918,0.2858,0.8234,0.2402,0.4414,0.0,0.0,0.0,0.0,1.0
17031811500,2,0.5714285714285714,41.9413776,-87.8686704,2,0.5384,0.1108,0.8616,0.1439,0.3521,0.0,0.0,0.0,0.0,1.0
17031811600,2,0.4,41.9511884,-87.8722007,2,0.7809,0.386,0.8138,0.6753,0.7517,0.0,0.0,0.0,0.0,1.0
17031811701,2,0.5,41.9421289,-87.9029938,2,0.6868,0.4303,0.9316,0.8995,0.8342,0.0,0.0,0.0,0.0,0.0
17031811702,2,0.8,41.9264468,-87.9046009,2,0.7514,0.3092,0.8812,0.4329,0.6714,0.0,0.0,0.0,0.0,0.0
17031811800,2,0.6,41.9141121,-87.9064379,2,0.6958,0.6121,0.843,0.964,0.8898,0.0,0.0,0.0,0.0,1.0
17031811900,2,0.4444444444444444,41.9008459,-87.8189279,2,0.071,0.2893,0.3701,0.3905,0.1889,0.0,0.0,0.0,0.0,0.0
17031812000,2,0.5,41.8875807,-87.8201224,2,0.0186,0.5607,0.4006,0.6384,0.2952,0.0,0.0,0.0,0.0,0.0
17031812100,2,0.42857142857142855,41.9025047,-87.7798547,2,0.282,0.4775,0.4366,0.2193,0.2798,0.0,0.0,0.0,0.0,1.0
17031812200,2,0.625,41.9054055,-87.7946857,2,0.1735,0.1985,0.3929,0.3118,0.1892,0.0,0.0,0.0,0.0,0.0
17031812301,2,0.4444444444444444,41.8891477,-87.7984589,2,0.2496,0.1763,0.7002,0.78,0.451,0.0,0.0,0.0,0.0,0.0
17031812302,2,0.16666666666666666,41.8967468,-87.8015407,2,0.2473,0.1073,0.5063,0.8112,0.3781,0.0,0.0,0.0,0.0,0.0
17031812400,2,0.3333333333333333,41.8957739,-87.7911158,2,0.0919,0.1358,0.1907,0.2097,0.0687,0.0,0.0,0.0,0.0,1.0
17031812500,2,0.5555555555555556,41.8913783,-87.7806992,2,0.3823,0.4525,0.4154,0.6455,0.477,0.0,0.0,0.0,0.0,0.0
17031812600,2,0.42857142857142855,41.8835487,-87.7796661,2,0.2971,0.1275,0.4661,0.6268,0.3379,0.0,0.0,0.0,0.0,1.0
17031812700,2,0.2857142857142857,41.8833934,-87.7894754,2,0.1507,0.2653,0.5069,0.8757,0.4256,0.0,0.0,0.0,0.0,0.0
17031812801,2,0.6666666666666666,41.8831878,-87.8024147,2,0.4459,0.3073,0.4311,0.7836,0.5246,0.0,0.0,0.0,0.0,0.0
17031812802,2,0.2,41.883289,-87.7971767,2,0.3582,0.236,0.5852,0.536,0.4118,0.0,0.0,0.0,0.0,1.0
17031812900,2,0.6,41.8763226,-87.7953122,2,0.1224,0.5006,0.399,0.5559,0.3216,0.0,0.0,0.0,0.0,0.0
17031813000,2,0.42857142857142855,41.8763621,-87.7806602,2,0.1667,0.1811,0.5634,0.2116,0.1773,0.0,0.0,0.0,0.0,0.0
17031813100,2,0.625,41.8690097,-87.7816188,2,0.1866,0.219,0.505,0.1891,0.1706,0.0,0.0,0.0,0.0,0.0
17031813200,2,0.42857142857142855,41.8690617,-87.7969689,2,0.0373,0.4811,0.3146,0.2665,0.1548,0.0,0.0,0.0,0.0,0.0
17031813301,2,1.4285714285714286,41.8621602,-87.7544156,2,0.9341,0.4929,0.9859,0.5787,0.8702,0.0,0.0,0.0,0.0,1.0
17031813302,2,1.2222222222222223,41.8622744,-87.7446672,2,0.885,0.4541,0.9933,0.7868,0.8966,0.0,0.0,0.0,0.0,1.0
17031813400,2,1.5,41.8609814,-87.7666419,2,0.8619,0.5405,0.9708,0.3449,0.7668,0.0,0.0,0.0,0.0,0.0
17031813500,2,0.6,41.8581606,-87.7757697,2,0.8217,0.3664,0.9621,0.649,0.8028,0.0,0.0,0.0,0.0,1.0
17031813600,2,0.5555555555555556,41.8540563,-87.7648564,2,0.877,0.4049,0.99,0.5363,0.8175,0.0,0.0,0.0,0.0,0.0
17031813701,2,0.6666666666666666,41.8548833,-87.7541951,2,0.7992,0.5189,0.9897,0.8815,0.9117,0.0,0.0,0.0,0.0,3.0
17031813702,2,1.0,41.8551811,-87.7465073,2,0.8265,0.447,0.9923,0.5684,0.8118,0.0,0.0,0.0,0.0,1.0
17031813801,2,0.5555555555555556,41.8503452,-87.7434594,2,0.806,0.2759,0.9884,0.4184,0.717,0.0,0.0,0.0,0.0,0.0
17031813802,2,0.5714285714285714,41.8479746,-87.7539886,2,0.8734,0.5295,0.9801,0.8667,0.9309,0.0,0.0,0.0,0.0,0.0
17031813900,2,0.2,41.846501,-87.768491,2,0.9011,0.3924,0.9727,0.6416,0.8481,0.0,0.0,0.0,0.0,0.0
17031814000,2,0.2222222222222222,41.8453738,-87.7754192,2,0.8179,0.7004,0.9518,0.843,0.9229,0.0,0.0,0.0,0.0,0.0
17031814100,2,0.3,41.8422803,-87.7630429,2,0.8699,0.3619,0.9949,0.5472,0.8092,0.0,0.0,0.0,0.0,0.0
17031814200,2,0.0,41.8356494,-87.7456153,2,0.9242,0.4961,0.9708,0.5867,0.8628,0.0,0.0,0.0,0.0,0.0
17031814300,2,0.0,41.8342003,-87.7582502,2,0.895,0.5286,0.9701,0.49,0.8275,0.0,0.0,0.0,0.0,0.0
17031814400,2,0.0,41.827686,-87.7635474,2,0.8766,0.6811,0.9339,0.7585,0.9101,0.0,0.0,0.0,0.0,0.0
17031814500,2,0.14285714285714285,41.8302073,-87.7745468,2,0.681,0.4868,0.9454,0.5523,0.7241,0.0,0.0,0.0,0.0,0.0
17031814600,2,0.16666666666666666,41.8616508,-87.7850665,2,0.7658,0.6757,0.8982,0.3593,0.7286,0.0,0.0,0.0,0.0,0.0
17031814700,2,0.3333333333333333,41.8614519,-87.7976272,2,0.7337,0.3462,0.9069,0.5639,0.7093,0.0,0.0,0.0,0.0,0.0
17031814800,2,0.4444444444444444,41.8494406,-87.7983382,2,0.628,0.4644,0.8658,0.22,0.5638,0.0,0.0,0.0,0.0,0.0
17031814900,2,0.5,41.8533777,-87.7897934,2,0.8297,0.5687,0.9136,0.4756,0.7851,0.0,0.0,0.0,0.0,1.0
17031815000,2,0.375,41.8562543,-87.7830143,2,0.7591,0.543,0.9319,0.5119,0.7539,0.0,0.0,0.0,0.0,0.0
17031815100,2,0.375,41.8475102,-87.7855812,2,0.5477,0.3067,0.9368,0.4207,0.5811,0.0,0.0,0.0,0.0,1.0
17031815200,2,0.7142857142857143,41.8383064,-87.7840493,2,0.7758,0.6365,0.9021,0.7624,0.8477,0.0,0.0,0.0,0.0,0.0
17031815300,2,0.6666666666666666,41.8393764,-87.7953526,2,0.6261,0.3279,0.8157,0.3295,0.5625,0.0,0.0,0.0,0.0,0.0
17031815400,2,0.8,41.8313704,-87.796191,2,0.5718,0.2335,0.7644,0.6281,0.5869,0.0,0.0,0.0,0.0,3.0
17031815500,2,1.0,41.8251471,-87.7877679,2,0.6756,0.3632,0.897,0.2887,0.601,0.0,0.0,0.0,0.0,1.0
17031815600,2,0.3333333333333333,41.8449684,-87.8240397,2,0.5005,0.729,0.496,0.8163,0.6682,0.0,0.0,0.0,0.0,0.0
17031815701,2,0.7777777777777778,41.8367113,-87.8110754,2,0.0559,0.4923,0.3981,0.3719,0.2242,0.0,0.0,0.0,0.0,0.0
17031815702,2,1.1666666666666667,41.8283595,-87.8169399,2,0.2968,0.5963,0.5817,0.2592,0.3685,0.0,0.0,0.0,0.0,0.0
17031815800,2,0.5714285714285714,41.8315845,-87.8366826,2,0.3601,0.738,0.3348,0.8012,0.575,0.0,0.0,0.0,0.0,1.0
17031815900,2,0.5,41.8832373,-87.8097247,2,0.4587,0.1731,0.6353,0.7653,0.53,0.0,0.0,0.0,0.0,2.0
17031816000,2,0.625,41.8763759,-87.8163473,2,0.1327,0.1063,0.4401,0.6374,0.2448,0.0,0.0,0.0,0.0,1.0
17031816100,2,0.3,41.8615597,-87.8183947,2,0.5104,0.1618,0.6032,0.7184,0.5268,0.0,0.0,0.0,0.0,2.0
17031816200,2,0.625,41.9036197,-87.840829,2,0.5487,0.9139,0.7994,0.5812,0.7298,0.0,0.0,0.0,0.0,1.0
17031816300,2,1.0,41.9042501,-87.8577095,2,0.6534,0.6484,0.9297,0.2996,0.6621,0.0,0.0,0.0,0.0,0.0
17031816401,2,0.5,41.8955765,-87.8603346,2,0.7767,0.535,0.9689,0.4839,0.7639,0.0,0.0,0.0,0.0,0.0
17031816402,2,0.5,41.8943837,-87.850982,2,0.6926,0.4621,0.9525,0.921,0.8612,0.0,0.0,0.0,0.0,0.0
17031816500,2,0.5555555555555556,41.8962808,-87.8935603,2,0.8654,0.8163,0.9602,0.9888,0.9916,0.0,0.0,0.0,0.0,3.0
17031816600,2,1.4,41.9032163,-87.8808408,2,0.84,0.4412,0.991,0.7916,0.8815,0.0,0.0,0.0,0.0,0.0
17031816700,2,1.0,41.9045705,-87.8963779,2,0.7543,0.4968,0.9589,0.8131,0.8439,0.0,0.0,0.0,0.0,0.0
17031816800,2,0.7142857142857143,41.8914374,-87.9119067,2,0.4064,0.3484,0.8308,0.7161,0.5891,0.0,0.0,0.0,0.0,0.0
17031816900,2,0.8,41.8867815,-87.8906599,2,0.7125,0.3166,0.9284,0.2781,0.6139,0.0,0.0,0.0,0.0,0.0
17031817000,2,0.5,41.8873598,-87.8725068,2,0.7366,0.7107,0.8404,0.6127,0.7845,0.0,0.0,0.0,0.0,0.0
17031817101,2,0.4,41.8762488,-87.8780999,2,0.6569,0.4168,0.8562,0.4094,0.6344,0.0,0.0,0.0,0.0,0.0
17031817102,2,0.14285714285714285,41.8771915,-87.8657806,2,0.6887,0.7338,0.8758,0.1988,0.6466,0.0,0.0,0.0,0.0,0.0
17031817200,2,0.25,41.8830061,-87.8545258,2,0.8696,0.9364,0.9072,0.7421,0.9483,0.0,0.0,0.0,0.0,0.0
17031817300,2,0.6,41.8840812,-87.8478481,2,0.9223,0.7145,0.8947,0.5414,0.8705,0.0,0.0,0.0,0.0,2.0
17031817400,2,0.5714285714285714,41.8930003,-87.838256,2,0.7597,0.4351,0.9435,0.6943,0.7915,0.0,0.0,0.0,0.0,1.0
17031817500,2,0.6,41.880293,-87.8358233,2,0.8934,0.8854,0.844,0.9168,0.9759,0.0,0.0,0.0,0.0,0.0
17031817600,2,0.4,41.8700996,-87.8384434,2,0.6653,0.6471,0.8247,0.4923,0.7019,0.0,0.0,0.0,0.0,0.0
17031817700,2,0.0,41.87175,-87.8517415,2,0.8134,0.6991,0.8815,0.0324,0.5747,0.0,0.0,0.0,0.0,0.0
17031817900,2,0.3333333333333333,41.858776,-87.8449998,2,0.7173,0.5218,0.6321,0.4852,0.6611,0.0,0.0,0.0,0.0,0.0
17031818000,2,0.4,41.8543592,-87.8584391,2,0.5095,0.2338,0.6815,0.429,0.4712,0.0,0.0,0.0,0.0,0.0
17031818100,2,0.42857142857142855,41.8511914,-87.8737524,2,0.4292,0.8593,0.7268,0.1872,0.5088,0.0,0.0,0.0,0.0,1.0
17031818200,2,0.375,41.8635151,-87.8751418,2,0.2499,0.4428,0.7525,0.0967,0.2641,0.0,0.0,0.0,0.0,1.0
17031818300,2,0.2857142857142857,41.8772724,-87.8987752,2,0.7774,0.3613,0.8799,0.9094,0.8519,0.0,0.0,0.0,0.0,1.0
17031818401,2,0.42857142857142855,41.8614167,-87.903125,2,0.3954,0.2145,0.7252,0.3211,0.3823,0.0,0.0,0.0,0.0,0.0
17031818402,2,0.4,41.851896,-87.8918596,2,0.3418,0.4149,0.6925,0.5231,0.4735,0.0,0.0,0.0,0.0,0.0
17031818500,2,0.42857142857142855,41.8407439,-87.8984346,2,0.2653,0.2434,0.4629,0.5485,0.3402,0.0,0.0,0.0,0.0,0.0
17031818600,2,0.375,41.840241,-87.8654967,2,0.3119,0.4197,0.5631,0.3635,0.3733,0.0,0.0,0.0,0.0,1.0
17031818700,2,0.2857142857142857,41.8335498,-87.8461152,2,0.2798,0.2582,0.3891,0.1708,0.1908,0.0,0.0,0.0,0.0,0.0
17031818800,2,0.3333333333333333,41.8271222,-87.8544213,2,0.3428,0.7187,0.3673,0.359,0.4115,0.0,0.0,0.0,0.0,0.0
17031818900,2,0.3333333333333333,41.8275855,-87.8668626,2,0.2159,0.4791,0.5085,0.7479,0.4549,0.0,0.0,0.0,0.0,1.0
17031819000,2,0.2222222222222222,41.8259449,-87.8950412,2,0.0251,0.5864,0.1573,0.431,0.176,0.0,0.0,0.0,0.0,0.0
17031819100,2,1.25,41.8158454,-87.8134835,2,0.5551,0.7569,0.7891,0.9599,0.8407,0.0,0.0,0.0,0.0,3.0
17031819200,2,1.2857142857142858,41.811879,-87.8300332,2,0.5609,0.3895,0.7541,0.3751,0.5361,0.0,0.0,0.0,0.0,3.0
17031819300,2,0.5714285714285714,41.8174473,-87.8501198,2,0.1985,0.4252,0.5384,0.2123,0.2477,0.0,0.0,0.0,0.0,0.0
17031819400,2,0.8333333333333334,41.8100292,-87.8498739,2,0.2997,0.2704,0.6343,0.1506,0.248,0.0,0.0,0.0,0.0,0.0
17031819500,2,0.3333333333333333,41.8143023,-87.8672573,2,0.3074,0.7418,0.5997,0.6708,0.5641,0.0,0.0,0.0,0.0,0.0
17031819600,2,0.5,41.8051233,-87.8684177,2,0.1262,0.3327,0.2594,0.0912,0.0877,0.0,0.0,0.0,0.0,0.0
17031819700,2,0.14285714285714285,41.8090439,-87.8808243,2,0.0328,0.2431,0.1554,0.1715,0.0536,0.0,0.0,0.0,0.0,0.0
17031819801,2,0.16666666666666666,41.8121922,-87.8974038,2,0.0022,0.1612,0.0693,0.0893,0.0106,0.0,0.0,0.0,0.0,0.0
17031819802,2,0.2857142857142857,41.7972017,-87.8949053,2,0.019,0.4255,0.2703,0.0096,0.0183,0.0,0.0,0.0,0.0,0.0
17031819900,2,0.16666666666666666,41.8041801,-87.9071573,2,0.0026,0.394,0.0421,0.0071,0.0013,0.0,0.0,0.0,0.0,0.0
17031820000,2,0.25,41.8014106,-87.9139502,2,0.1947,0.3651,0.5175,0.1554,0.1976,0.0,0.0,0.0,0.0,0.0
17031820101,2,0.42857142857142855,41.7761897,-87.9034274,2,0.0854,0.6198,0.3872,0.5488,0.3222,0.0,0.0,0.0,0.0,1.0
17031820103,2,0.5,41.7899375,-87.8661978,2,0.4205,0.5989,0.5721,0.8838,0.6569,0.0,0.0,0.0,0.0,1.0
17031820104,2,0.8333333333333334,41.7821533,-87.877102,2,0.3688,0.7084,0.3968,0.9133,0.6425,0.0,0.0,0.0,0.0,0.0
17031820202,2,0.75,41.7778184,-87.8507159,2,0.5467,0.6172,0.8045,0.9149,0.7748,0.0,0.0,0.0,0.0,2.0
17031820203,2,0.5,41.7344487,-87.9022772,2,0.0101,0.5083,0.343,0.0175,0.0258,0.0,0.0,0.0,0.0,0.0
17031820204,2,0.8,41.7594817,-87.8917122,2,0.5215,0.5752,0.4519,0.7236,0.6057,0.0,0.0,0.0,0.0,1.0
17031820300,2,0.7142857142857143,41.7923913,-87.8068826,2,0.7257,0.5167,0.8989,0.5877,0.7453,0.0,0.0,0.0,0.0,0.0
17031820400,2,0.7142857142857143,41.7821747,-87.8125631,2,0.9126,0.6137,0.9576,0.7832,0.9242,0.0,0.0,0.0,0.0,1.0
17031820501,2,0.7777777777777778,41.771069,-87.8141057,2,0.5448,0.1487,0.7082,0.4592,0.4732,0.0,0.0,0.0,0.0,0.0
17031820502,2,0.75,41.7538582,-87.804806,2,0.5554,0.4618,0.7307,0.9595,0.7661,0.0,0.0,0.0,0.0,1.0
17031820603,2,0.6,41.7530761,-87.8434104,2,0.6845,0.6673,0.7737,0.5751,0.725,0.0,0.0,0.0,0.0,0.0
17031820604,2,0.2,41.749875,-87.826879,2,0.8301,0.7058,0.6864,0.5103,0.7677,0.0,0.0,0.0,0.0,1.0
17031820605,2,0.42857142857142855,41.7384267,-87.8309652,2,0.796,0.5706,0.7679,0.5864,0.7584,0.0,0.0,0.0,0.0,0.0
17031820606,2,0.375,41.7377492,-87.8542947,2,0.4199,0.2659,0.5929,0.1522,0.2926,0.0,0.0,0.0,0.0,0.0
17031820700,2,0.45454545454545453,41.8170254,-87.7737005,2,0.434,0.6442,0.8292,0.6313,0.6357,0.0,0.0,0.0,0.0,0.0
17031820800,2,0.8181818181818182,41.8072538,-87.7735919,2,0.7151,0.6824,0.8841,0.2197,0.6572,0.0,0.0,0.0,0.0,1.0
17031820901,2,0.6,41.7628985,-87.7745229,2,0.753,0.4204,0.7945,0.3109,0.6383,0.0,0.0,0.0,0.0,1.0
